date,Sessions,Page_Views,New_Visitors,Hits,Time_onsite(minutes),bounces_offsite,Revenue(Rs/.),Total_Revenues,is_direct,is_mobile,Session_qual,Avg_session_duration(minutes),Bounce_Rate(%age),Conversion_Rate(%age),Channel
2020-08-01,1,2,1,2,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-01,1,5,1,7,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-01,5,1,0,2,2,1,0.0,0.0,1,1,0,1,0.09,0,Organic Search
2020-08-01,1,2,1,2,1,0,0.0,0.0,1,1,0,1,0.0,0,Referral
2020-08-01,1,1,1,3,2,1,0.0,0.0,0,0,0,2,0.09,0,Referral
2020-08-01,1,2,1,2,1,0,0.0,0.0,0,1,0,1,0.0,0,Organic Search
2020-08-01,1,5,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-01,2,1,0,5,2,1,0.0,0.0,1,1,0,1,0.09,0,Organic Search
2020-08-01,9,4,0,7,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-01,1,3,1,3,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-01,1,3,1,7,2,0,0.0,0.0,0,0,0,2,0.0,0,Direct
2020-08-01,1,5,1,5,2,0,0.0,0.0,0,0,0,2,0.0,0,Display
2020-08-01,1,4,1,7,2,0,0.0,0.0,1,1,0,2,0.0,0,Referral
2020-08-01,1,2,1,4,2,0,0.0,0.0,0,0,0,2,0.0,0,Referral
2020-08-01,1,3,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-01,1,3,1,6,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-01,1,2,1,4,3,0,0.0,0.0,1,0,0,3,0.0,0,Direct
2020-08-01,3,3,0,8,1,0,0.0,0.0,1,0,0,1,0.0,0,Social
2020-08-01,1,3,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-01,1,2,1,4,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-01,1,3,1,5,1,0,0.0,0.0,0,1,0,1,0.0,0,Social
2020-08-01,1,2,1,4,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-01,1,2,1,4,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-01,1,3,1,10,1,0,0.0,0.0,0,1,0,1,0.0,0,Social
2020-08-01,2,2,0,5,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-01,1,1,1,7,2,1,0.0,0.0,1,0,0,2,0.09,0,Referral
2020-08-01,5,5,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,2,2,0,5,2,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,9,2,0,2,2,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,2,3,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,3,1,4,6,0,0.0,0.0,0,1,0,6,0.0,0,Direct
2020-08-02,1,3,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,25,4,0,5,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,5,1,1,3,0,0.0,0.0,1,1,0,3,0.0,0,Organic Search
2020-08-02,1,3,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,3,1,3,7,0,0.0,0.0,0,1,0,7,0.0,0,Organic Search
2020-08-02,76,2,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,1,5,1,3,2,0,0.0,0.0,1,0,0,2,0.0,0,Organic Search
2020-08-02,1,2,1,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,1,2,1,5,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,1,1,2,2,1,0.0,0.0,1,0,0,2,0.22,0,Direct
2020-08-02,1,2,1,4,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,2,5,0,0.0,0.0,1,1,0,5,0.0,0,Organic Search
2020-08-02,3,2,0,4,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,4,1,1,3,0,0.0,0.0,1,0,0,3,0.0,0,Direct
2020-08-02,2,4,0,2,2,0,0.0,0.0,1,1,0,1,0.0,0,Referral
2020-08-02,10,2,0,1,1,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-02,2,1,0,3,2,1,0.0,0.0,1,1,0,1,0.22,0,Referral
2020-08-02,2,1,0,3,2,1,0.0,0.0,1,1,0,1,0.22,0,Direct
2020-08-02,1,5,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-02,88,1,0,2,2,1,0.0,0.0,1,0,0,1,0.22,0,Organic Search
2020-08-02,1,2,1,5,4,0,0.0,0.0,0,0,0,4,0.0,0,Direct
2020-08-02,2,2,0,5,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,2,1,1,2,0,0.0,0.0,0,1,0,2,0.0,0,Direct
2020-08-02,3,1,0,3,2,1,0.0,0.0,1,0,0,1,0.22,0,Direct
2020-08-02,1,2,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-02,1,3,1,2,1,0,0.0,0.0,1,1,0,1,0.0,0,Referral
2020-08-02,3,3,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,4,1,5,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-02,7,2,0,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Paid Search
2020-08-02,2,2,0,5,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,2,4,0,3,5,0,0.0,0.0,1,0,0,3,0.0,0,Organic Search
2020-08-02,1,3,1,3,3,0,0.0,0.0,0,0,0,3,0.0,0,Organic Search
2020-08-02,1,3,1,4,1,0,0.0,0.0,0,0,0,1,0.0,0,Paid Search
2020-08-02,2,2,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,5,1,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-02,17,2,0,5,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,1,5,1,4,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,1,1,2,2,1,0.0,0.0,0,1,0,2,0.22,0,Referral
2020-08-02,1,1,1,5,2,1,0.0,0.0,0,1,0,2,0.22,0,Organic Search
2020-08-02,3,2,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-02,2,2,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,1,1,3,2,1,0.0,0.0,1,1,0,2,0.22,0,Organic Search
2020-08-02,2,1,0,4,2,1,0.0,0.0,1,1,0,1,0.22,0,Affiliates
2020-08-02,2,2,0,3,2,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,10,3,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,6,4,0,4,4,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-02,116,1,0,3,2,1,0.0,0.0,1,0,0,1,0.22,0,Direct
2020-08-02,2,3,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,3,2,0,0.0,0.0,0,1,0,2,0.0,0,Organic Search
2020-08-02,4,2,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,30,3,0,1,18,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,2,2,0,5,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,2,5,0,2,6,0,0.0,0.0,1,0,0,3,0.0,0,Organic Search
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,1,0,1,0.0,0,Organic Search
2020-08-02,1,5,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,1,23,0,0.0,0.0,0,0,0,23,0.0,0,Direct
2020-08-02,1,3,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,4,4,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,2,1,4,3,0,0.0,0.0,0,1,0,3,0.0,0,Organic Search
2020-08-02,3,4,0,3,2,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,2,1,4,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,3,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,3,12,0,0.0,0.0,0,1,0,12,0.0,0,Organic Search
2020-08-02,10,1,0,5,2,1,0.0,0.0,1,0,0,1,0.22,0,Referral
2020-08-02,1,2,1,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,5,1,0,0.0,0.0,1,1,0,1,0.0,0,Direct
2020-08-02,1,2,1,2,2,0,0.0,0.0,1,0,0,2,0.0,0,Direct
2020-08-02,2,1,0,3,2,1,0.0,0.0,1,1,0,1,0.22,0,Organic Search
2020-08-02,1,3,1,3,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,2,1,0,1,2,1,0.0,0.0,1,1,0,1,0.22,0,Direct
2020-08-02,3,4,0,2,5,0,0.0,0.0,1,0,0,2,0.0,0,Referral
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,4,1,0,0.0,0.0,1,1,0,1,0.0,0,Direct
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,2,2,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,4,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-02,5,3,0,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,7,1,0,3,2,1,0.0,0.0,1,0,0,1,0.22,0,Organic Search
2020-08-02,1,1,1,4,2,1,0.0,0.0,1,1,0,2,0.22,0,Organic Search
2020-08-02,1,2,1,4,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-02,5,2,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Paid Search
2020-08-02,2,3,0,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,1,3,0,0.0,0.0,0,0,0,3,0.0,0,Direct
2020-08-02,1,3,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,14,1,0,1,2,1,0.0,0.0,1,1,0,1,0.22,0,Paid Search
2020-08-02,1,3,1,2,2,0,0.0,0.0,0,1,0,2,0.0,0,Affiliates
2020-08-02,1,3,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,2,3,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,1,3,1,1,1,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,3,1,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-02,3,1,0,1,2,1,0.0,0.0,1,1,0,1,0.22,0,Direct
2020-08-02,1,2,1,4,1,0,0.0,0.0,1,1,0,1,0.0,0,Direct
2020-08-02,2,1,0,3,2,1,0.0,0.0,1,1,0,1,0.22,0,Direct
2020-08-02,2,2,0,4,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,2,3,0,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,2,1,5,8,0,0.0,0.0,0,0,0,8,0.0,0,Referral
2020-08-02,1,1,1,3,2,1,0.0,0.0,1,0,0,2,0.22,0,Organic Search
2020-08-02,1,1,1,3,1,0,0.0,0.0,0,0,0,1,0.22,0,Organic Search
2020-08-02,24,2,0,4,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,6,3,0,2,1,0,0.0,0.0,1,1,0,1,0.0,0,Referral
2020-08-02,6,2,0,2,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,1,3,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,2,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,2,1,0,5,2,1,0.0,0.0,1,1,0,1,0.22,0,Organic Search
2020-08-02,1,2,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-02,1,3,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-02,1,1,1,2,2,1,0.0,0.0,1,1,0,2,0.22,0,Organic Search
2020-08-02,2,1,0,2,2,1,0.0,0.0,1,1,0,1,0.22,0,Organic Search
2020-08-02,1,3,1,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,1,2,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,1,3,1,2,2,0,0.0,0.0,1,1,0,2,0.0,0,Direct
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,1,1,3,2,1,0.0,0.0,1,0,0,2,0.22,0,Affiliates
2020-08-02,1,2,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,1,1,2,2,1,0.0,0.0,1,0,0,2,0.22,0,Direct
2020-08-02,1,2,1,5,1,0,0.0,0.0,0,1,0,1,0.0,0,Direct
2020-08-02,2,1,0,2,2,1,0.0,0.0,1,1,0,1,0.22,0,Affiliates
2020-08-02,1,2,1,1,1,0,0.0,0.0,0,1,0,1,0.0,0,Organic Search
2020-08-02,4,1,0,3,2,1,0.0,0.0,1,0,0,1,0.22,0,Referral
2020-08-02,16,3,0,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-02,54,3,0,2,3,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-02,4,1,0,3,2,1,0.0,0.0,1,0,0,1,0.22,0,Direct
2020-08-02,7,1,0,3,2,0,0.0,0.0,1,0,0,1,0.22,0,Referral
2020-08-02,1,2,1,3,1,0,0.0,0.0,0,0,0,1,0.0,0,Direct
2020-08-02,14,1,0,4,2,1,0.0,0.0,1,0,0,1,0.22,0,Paid Search
2020-08-02,2,2,0,4,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-02,1,1,1,2,2,1,0.0,0.0,0,0,0,2,0.22,0,Organic Search
2020-08-02,1,1,1,5,2,1,0.0,0.0,0,0,0,2,0.22,0,Direct
2020-08-02,1,3,1,2,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-02,1,3,1,5,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-02,1,1,1,1,2,1,0.0,0.0,0,0,0,2,0.22,0,Direct
2020-08-02,1,2,1,3,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
